accession_name,location,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence in 3-month|CO_334:0000219,cassava mosaic disease severity in 3-month|CO_334:0000218,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,sprout count at three-month|CO_334:0000214,CMD I 6MAP,CMD S 6MAP,CBB I 6MAP,CBB S 6MAP,CGM I 6MAP,CGM S 6MAP,VIGOUR 6MAP,Cbb9i,Cbb9s,Cmd9i,Cmd9s,Vigor 9map,Vigor preharvest,Sprout Count Net,Plnt Ht 1,Plt Ht 2,Plt Ht 3,Arch,fresh shoot weight,fresh root weight per plot,marketable root number,marketable root weight measurement in kg,plant stands harvested ,root color visual rating 1-3,root number counting,storage root shape,Root Rot,weight in air,weight in water,spg,dmc.spg,fry,starch,DMc.oven
NR17C2aF6P005,umudike,37,21,,2,21,1,0,1,0,1,2,0,1,0,1,2,2,5,2,2,0,1,7,7,2,152,174,NA,1,0.2,0.4,1,0.2,1,1,3,3,NA,820,120,1.171428571,43.32,0.5,33.53714286,33.47
NR17C2aF6P046,umudike,38,21,,2,21,2,0,,5,2,10,0,1,3,2,8,2,7,8,2,0,1,7,7,7,202,206,203,1,4.9,12,20,9.6,7,2,38,3,NA,3490,310,1.097484277,31.62201258,15,17.94968553,31.82
NR17C2aF89P088,umudike,39,21,,2,21,3,0,1,6,2,8,0,1,4,2,6,2,5,6,2,0,1,5,5,5,150,130,151,1,2.2,10.2,16,9.2,7,1,27,3,NA,3120,310,1.110320285,33.65266904,12.75,20.65551601,36.01
NR17C2aF97P002,umudike,40,21,,2,21,4,0,1,8,2,8,0,1,5,3,5,2,5,5,2,0,1,5,5,5,130,156,135,1,2.4,7,13,6.4,3,1,18,3,NA,3330,400,1.136518771,37.79726962,8.75,26.178157,46.35
NR17C2aF15P016,umudike,41,21,,2,21,5,0,1,4,2,4,3,3,4,3,4,3,5,4,2,0,1,5,,4,150,130,120,3,3.4,8.2,8,8,3,1,13,3,NA,3250,350,1.120689655,35.29310345,10.25,22.84137931,41.96
NR17C2aF15P032,umudike,42,21,,2,21,6,7,4,7,2,7,4,4,4,2,4,2,5,3,2,0,1,7,7,5,150,127,134,3,1.8,8.8,11,7.2,3,1,16,3,NA,3730,370,1.110119048,33.62083333,11,20.61309524,
NR17C2aF60P020,umudike,43,21,,2,21,7,2,3,5,2,8,3,2,4,2,6,3,5,5,2,2,2,5,5,6,136,174,130,2,2.4,4.6,8,3,5,1,14,3,2,2260,250,1.124378109,35.87661692,5.75,23.61890547,28.05
NR17C2aF92P001,umudike,44,21,,2,21,8,0,1,5,2,6,0,1,3,2,5,2,5,5,2,0,1,5,5,5,143,130,112,2,0.6,2.2,4,1.8,2,1,8,3,NA,1840,230,1.142857143,38.8,2.75,27.51428571,43.15
NR17C2aF89P069,umudike,45,21,,2,21,9,0,1,0,1,3,0,1,3,2,3,3,5,3,2,0,1,5,5,3,80,143,78,2,0.4,4,4,3.2,2,1,6,3,NA,3030,330,1.122222222,35.53555556,5,23.16444444,
NR17C2aF103P001,umudike,46,21,,2,21,10,0,1,2,2,4,0,1,1,2,3,4,5,3,2,0,1,5,5,2,130,119,106,2,4.6,4.2,7,4,3,1,10,3,NA,2310,280,1.137931034,38.02068966,5.25,26.47586207,42.26
NR17C2aF65P009,umudike,47,21,,2,21,11,0,1,5,2,10,0,1,8,2,8,2,7,0,1,0,1,7,7,8,132,213,191,1,5.4,6.4,13,4.4,6,2,23,3,NA,3180,340,1.11971831,35.13943662,8,22.63661972,46.65
NR17C2aF79P016,umudike,48,21,,2,21,12,0,1,9,2,9,0,1,7,3,7,2,5,7,2,0,1,7,7,8,169,160,142,2,3.6,8,13,7,6,1,19,3,NA,3650,350,1.106060606,32.97878788,10,19.75757576,42.1
NR17C2aF65P010,umudike,49,22,,2,22,12,0,1,2,2,9,0,1,4,2,7,3,7,7,2,0,1,7,7,7,180,164,160,1,15.2,14.4,14,11.2,6,1,33,3,NA,2820,360,1.146341463,39.35121951,18,28.24878049,52.4
NR17C2aF54P002,umudike,50,22,,2,22,11,0,1,4,2,8,0,1,2,2,5,3,7,6,2,0,1,7,7,6,205,199,187,3,5,7,8,5.6,5,1,16,3,NA,2210,260,1.133333333,37.29333333,8.75,25.50666667,38
NR17C2aF27P001,umudike,51,22,,2,22,10,0,1,2,2,8,0,1,6,2,6,3,5,4,2,0,1,5,5,6,163,165,154,3,3.8,7,9,5.6,4,1,19,3,NA,2355,240,1.113475177,34.15177305,8.75,21.32056738,37.66
NR17C2aF6P006,umudike,52,22,,2,22,9,0,1,0,1,8,0,1,3,3,6,3,5,6,2,0,1,5,5,6,168,130,142,2,3,5.2,7,4.2,4,2,15,3,NA,2500,220,1.096491228,31.46491228,6.5,17.74035088,37.76
NR17C2aF118P001,umudike,53,22,,2,22,8,0,1,1,2,3,0,1,1,2,1,2,5,1,2,0,1,5,5,1,80,NA,NA,1,0.4,1,0,0,1,1,7,1,NA,630,110,1.211538462,49.66538462,1.25,41.99230769,
NR17C2aF9P013,umudike,54,22,,2,22,7,0,1,2,2,4,0,1,3,2,3,3,5,3,2,0,1,7,7,3,169,182,140,1,0.8,1,0,0,2,2,2,3,NA,520,100,1.238095238,53.86666667,1.25,47.59047619,46.15
NR17C2aF96P004,umudike,55,22,,2,22,6,0,1,0,1,4,0,1,3,3,3,3,7,3,2,0,1,7,7,3,188,117,110,1,1.2,6,7,5,2,2,11,3,NA,2640,180,1.073170732,27.77560976,7.5,12.82439024,35.5
NR17C2aF61P002,umudike,56,22,,2,22,5,7,4,1,2,7,6,4,3,3,6,2,7,6,2,6,3,7,7,6,209,190,186,2,2.6,5.6,9,5,3,2,12,3,NA,2190,130,1.063106796,26.18349515,7,10.70291262,26.42
NR17C2aF54P010,umudike,57,22,,2,22,4,0,1,2,2,9,0,1,4,2,7,3,5,7,2,0,1,5,5,5,160,169,158,3,4,8.6,12,7,5,2,27,3,NA,3200,330,1.114982578,34.3902439,10.75,21.63832753,37.6
NR17C2aF92P003,umudike,58,22,,2,22,3,0,1,4,2,7,0,1,3,2,5,2,7,5,2,0,1,5,5,5,120,134,122,3,6.4,11.6,13,9,2,1,26,3,NA,3480,340,1.108280255,33.32993631,14.5,20.22547771,40.21
NR17C2aF15P022,umudike,59,22,,2,22,2,0,1,4,2,4,0,1,2,2,3,2,5,3,2,0,1,5,5,3,124,136,131,4,2,5.6,9,5,2,1,14,3,NA,2110,150,1.076530612,28.30714286,7,13.53265306,33.85
NR17C2aF81P003,umudike,60,22,,2,22,1,0,1,1,2,7,0,1,2,2,5,3,5,5,2,0,1,5,5,5,148,119,123,4,2.4,5.6,9,5,4,1,13,3,NA,3730,270,1.078034682,28.54508671,7,13.84971098,40.8
NR17C2aF60P003,umudike,61,23,,2,23,1,0,1,7,2,7,0,1,6,2,6,3,5,6,2,0,1,5,5,6,128,124,123,3,2,5.2,5,3,3,1,22,3,2,2070,230,1.125,35.975,6.5,23.75,35.55
NR17C2aF95P003,umudike,62,23,,2,23,2,0,1,8,2,8,0,1,7,3,7,4,7,7,2,0,1,7,7,6,199,176,120,2,3.4,6.4,6,4.6,5,1,22,3,NA,3390,300,1.097087379,31.5592233,8,17.86601942,38.81
NR17C2aF95P009,umudike,63,23,,2,23,3,0,1,3,2,5,3,2,2,2,5,3,5,6,2,0,1,5,5,4,114,106,121,1,2.8,4.2,6,4,3,2,10,2,NA,1840,140,1.082352941,29.22823529,5.25,14.76,31.92
NR17C2aF49P006,umudike,64,23,,2,23,4,0,1,10,2,10,3,2,1,2,7,3,5,7,2,0,1,5,5,7,121,104,106,1,2,3,3,1.6,5,1,13,3,NA,780,140,1.21875,50.80625,3.75,43.5125,42.5
NR17C2aF29P001,umudike,65,23,,2,23,5,0,1,0,1,5,0,1,2,2,3,3,5,3,2,0,1,5,5,3,134,110,101,1,1.2,2,3,1.6,2,2,6,3,NA,1050,120,1.129032258,36.61290323,2.5,24.6,40.46
NR17C2aF81P002,umudike,66,23,,2,23,6,0,1,0,1,7,4,3,1,2,5,3,5,7,2,0,1,5,5,6,160,140,142,1,4,5,4,3,5,2,14,3,1,2230,140,1.066985646,26.79712919,6.25,11.52057416,34.85
NR17C2aF95P021,umudike,67,23,,2,23,7,0,1,5,2,5,0,1,2,2,4,4,5,4,2,0,1,5,5,3,160,130,123,2,1,2,0,0,2,1,12,3,NA,940,160,1.205128205,48.65128205,2.5,40.64102564,39.41
NR17C2aF79P005,umudike,68,23,,2,23,8,0,1,9,2,9,4,3,7,3,7,3,7,7,2,0,1,7,7,7,180,140,135,2,4,9.2,13,8.2,2,1,19,3,NA,3540,370,1.116719243,34.66498423,11.5,22.0044164,31.82
NR17C2aF28P002,umudike,69,23,,2,23,9,0,1,7,2,7,2,2,5,3,5,3,7,5,2,0,1,7,7,5,134,145,143,3,5.2,6.2,9,5.4,4,1,14,3,NA,1540,130,1.092198582,30.7858156,7.75,16.83546099,41.21
NR17C2aF82P005,umudike,70,23,,2,23,10,0,1,0,1,7,0,1,4,2,4,3,5,3,2,0,1,5,5,4,145,147,141,3,1.8,3.4,5,2.4,3,1,17,3,NA,1870,170,1.1,32.02,4.25,18.48,31.52
NR17C2aF3P010,umudike,71,23,,2,23,11,0,1,1,2,7,0,1,3,2,6,3,5,6,2,0,1,5,5,6,117,156,110,4,1.2,3.6,5,3,3,3,12,3,NA,2130,220,1.115183246,34.42198953,4.5,21.68062827,36.11
NR17C2aF114P002,umudike,72,23,,2,23,12,0,1,8,2,8,0,1,6,3,6,4,7,6,2,0,1,7,7,6,168,190,165,1,5,10,18,8.2,5,1,32,3,NA,2260,260,1.13,36.766,12.5,24.804,42.96
NR17C2aF7P043,umudike,73,24,,2,24,12,0,1,0,1,5,0,1,1,2,3,2,3,3,2,0,1,5,5,3,120,101,105,4,3,5,6,4.2,3,1,13,3,1,2520,320,1.145454545,39.21090909,6.25,28.06181818,
NR17C2aF89P003,umudike,74,24,,2,24,11,0,1,3,2,10,0,1,6,2,7,2,7,7,2,0,1,7,7,7,140,125,199,3,7.8,13.4,24,11.5,6,1,44,3,NA,2360,250,1.118483412,34.94407583,16.75,22.37630332,41.86
NR17C2aF89P071,umudike,75,24,,2,24,10,0,1,0,1,7,0,1,0,1,6,2,5,5,2,0,1,5,5,6,155,132,141,3,3.8,7.4,12,6,5,1,22,3,NA,2280,260,1.128712871,36.56237624,9.25,24.53267327,39.11
NR17C2aF93P010,umudike,76,24,,2,24,9,2,2,5,2,8,0,1,7,3,7,3,7,7,2,0,1,7,7,7,220,201,196,1,9,13.2,21,11.4,6,1,30,3,NA,3560,310,1.095384615,31.28984615,16.5,17.50707692,34.7
NR17C2aF69P009,umudike,77,24,,2,24,8,7,4,2,2,10,6,3,5,2,7,2,5,8,2,0,1,5,5,8,130,148,139,3,8.6,9.4,12,5,7,1,42,3,NA,2550,230,1.099137931,31.88362069,11.75,18.29827586,48.8
NR17C2aF60P012,umudike,78,24,,2,24,7,0,1,2,2,2,0,1,1,3,1,3,7,2,2,0,1,7,7,1,178,NA,NA,2,,,,,,,,,,,,NA,NA,,,38.4
NR17C2aF95P015,umudike,79,24,,2,24,6,0,1,8,2,8,0,1,3,2,6,2,7,6,2,0,1,7,7,7,189,176,173,3,6.4,12,13,11,5,1,20,3,NA,3800,340,1.098265896,31.74566474,15,18.11445087,43.6
NR17C2aF60P019,umudike,80,24,,2,24,5,6,4,4,2,7,4,2,4,2,4,3,5,4,2,0,1,7,7,4,162,210,183,3,,,,,,,,,,,,,,,,40.31
NR17C2aF89P002,umudike,81,24,,2,24,4,0,1,1,2,4,0,1,1,2,1,3,5,2,2,0,1,5,5,2,130,70,NA,3,,,,,,,,,,,,,,,,26.15
NR17C2aF7P018,umudike,82,24,,2,24,3,0,1,1,2,2,0,1,2,2,2,2,5,2,2,0,1,5,5,2,130,129,NA,3,,,,,,,,,,,,,,,,34.25
NR17C2aF15P041,umudike,83,24,,2,24,2,7,4,3,2,7,5,4,5,2,5,3,5,4,2,4,4,5,5,4,138,122,126,1,2,2.2,4,5,3,1,7,3,NA,1250,150,1.136363636,37.77272727,2.75,26.14545455,30.77
NR17C2aF10P016,umudike,84,24,,2,24,1,0,1,8,2,8,0,1,7,2,7,2,5,7,2,0,1,7,7,7,190,178,169,2,5,8,8,6,4,3,23,4,NA,3270,270,1.09,30.438,10,16.372,26.17
NR17C2aF7P011,umudike,85,25,,2,25,1,6,3,3,2,7,3,2,5,2,5,3,5,5,2,0,1,5,5,5,155,122,96,2,1.6,5.2,6,4.8,2,1,15,3,1,2440,230,1.104072398,32.66425339,6.5,19.33846154,30.87
NR17C2aF82P008,umudike,86,25,,2,25,2,,1,6,2,10,2,2,3,2,8,2,5,8,2,0,1,7,7,8,174,130,81,2,2.6,5.4,3,5,6,1,20,3,1,1800,280,1.184210526,45.34210526,6.75,36.23157895,30.37
NR17C2aF10P002,umudike,87,25,,2,25,3,8,3,4,2,8,4,3,3,2,7,3,7,7,2,0,1,7,7,6,165,146,134,3,5.2,9.4,18,8.2,5,2,26,3,NA,3280,230,1.075409836,28.12983607,11.75,13.29639344,28.62
NR17C2aF87P010,umudike,88,25,,2,25,4,0,1,9,2,9,3,2,4,3,6,3,5,7,2,0,1,5,5,7,150,142,139,1,4,7,9,6,4,1,15,3,NA,2560,310,1.137777778,37.99644444,8.75,26.44355556,26.95
NR17C2aF7P030,umudike,89,25,,2,25,5,0,1,4,2,6,0,1,3,2,6,3,5,5,2,0,1,5,5,5,145,140,136,3,2.8,4.6,4,4.2,2,1,7,3,NA,2700,310,1.129707113,36.71966527,5.75,24.74225941,30.82
NR17C2aF16P003,umudike,90,25,,2,25,6,5,4,1,2,5,4,3,4,2,4,3,5,4,2,4,3,5,5,5,150,165,135,3,1,3.4,3,3,2,1,6,3,NA,2580,260,1.112068966,33.92931034,4.25,21.02413793,34.865
NR17C2aF83P018,umudike,91,25,,2,25,7,10,4,3,2,10,3,2,5,2,7,4,5,7,3,0,1,5,5,7,149,162,140,1,4.2,9.2,12,7.8,7,1,22,3,NA,3860,300,1.084269663,29.53146067,11.5,15.16404494,35.35
NR17C2aF121P001,umudike,92,25,,2,25,8,0,1,3,2,7,0,1,4,2,5,3,5,5,2,0,1,7,7,4,130,146,142,3,4,8.2,15,7.2,3,2,22,3,NA,2580,210,1.088607595,30.21772152,10.25,16.07848101,38.51
NR17C2aF10P017,umudike,93,25,,2,25,9,0,1,5,2,10,0,1,4,2,8,3,7,8,2,0,1,7,7,6,205,194,196,3,5,9,16,4.8,7,2,52,3,NA,1680,210,1.142857143,38.8,11.25,27.51428571,44.15
NR17C2aF89P091,umudike,94,25,,2,25,10,3,2,7,2,8,0,1,3,2,6,3,5,6,2,0,1,5,5,6,125,120,143,3,6,8.4,11,5.8,4,2,28,3,NA,2250,230,1.113861386,34.21287129,10.5,21.4019802,28.02
NR17C2aF89P102,umudike,95,25,,2,25,11,0,1,8,2,8,0,1,4,2,4,3,5,5,2,0,1,7,7,5,154,158,162,3,1.8,3,3,2.4,4,1,6,3,NA,2540,220,1.094827586,31.20172414,3.75,17.38965517,35.1
TMEB7,umudike,96,25,1,2,25,12,5,2,8,2,8,5,3,5,3,6,3,5,7,2,0,1,5,5,6,98,117,109,1,,,,,,,,,,,,,,,,35.15
NR17C2aF66P014,umudike,97,26,,2,26,12,0,1,8,3,8,7,3,7,3,7,3,7,7,3,0,1,7,7,7,221,167,165,1,8.2,9,8,6,5,1,24,3,NA,2890,260,1.098859316,31.83954373,11.25,18.23954373,21.18
NR17C2aF91P011,umudike,98,26,,2,26,11,0,1,6,2,9,4,2,7,3,7,3,7,7,2,0,1,7,7,7,185,180,210,1,4,8.8,12,7.4,5,2,23,3,NA,3010,300,1.110701107,33.71291513,11,20.73579336,31.92
NR17C2aF60P006,umudike,99,26,,2,26,10,0,1,4,2,4,2,2,3,3,3,3,5,3,2,0,1,3,3,4,100,120,140,3,1,2.8,2,2.4,2,1,5,3,NA,2070,220,1.118918919,35.01297297,3.5,22.46810811,39.16
NR17C2aF96P005,umudike,100,26,,2,26,9,0,1,9,2,9,0,1,6,3,6,3,7,7,2,0,1,5,5,6,174,160,234,3,8,8,10,6.6,5,2,25,3,NA,2520,210,1.090909091,30.58181818,10,16.56363636,29.2
NR17C2aF6P030,umudike,101,26,,2,26,8,0,1,3,2,5,0,1,4,2,4,3,5,4,2,0,1,5,5,3,155,156,150,1,1.8,4.8,7,3.2,3,1,9,3,NA,1760,120,1.073170732,27.77560976,6,12.82439024,42.06
NR17C2aF54P005,umudike,102,26,,2,26,7,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,
NR17C2aF62P027,umudike,103,26,,2,26,6,8,4,8,2,8,6,4,6,3,6,3,7,5,2,5,3,5,5,6,159,137,135,3,2.6,4.8,8,2.6,3,2,16,3,NA,2030,190,1.10326087,32.53586957,6,19.1673913,31.97
NR17C2aF84P004,umudike,104,26,,2,26,5,5,3,1,2,5,4,3,2,2,4,4,7,4,2,4,3,5,5,4,190,165,124,1,2.4,3.2,4,2.4,3,1,10,3,NA,2700,190,1.075697211,28.1752988,4,13.35697211,39.85
NR17C2aF7P065,umudike,105,26,,2,26,4,0,1,8,2,8,0,1,6,3,6,3,7,6,2,0,1,7,7,6,181,163,160,4,7,14,18,12,4,2,32,3,NA,2520,280,1.125,35.975,17.5,23.75,40.51
NR17C2aF91P001,umudike,106,26,,2,26,3,0,1,7,2,10,0,1,4,2,5,4,5,6,2,0,1,5,5,7,152,150,146,3,3.9,7.2,11,6,4,1,22,3,NA,2430,310,1.146226415,39.33301887,9,28.2245283,45.75
NR17C2aF46P012,umudike,107,26,,2,26,2,0,1,0,1,6,5,3,2,2,5,4,5,4,2,0,1,5,5,5,140,100,86,1,1.2,4.6,6,3,2,1,10,3,NA,1960,170,1.094972067,31.22458101,5.75,17.42011173,32.315
NR17C2aF82P002,umudike,108,26,,2,26,1,3,4,1,2,3,2,3,3,2,3,4,5,3,2,1,2,5,5,2,120,80,NA,1,2.8,4.8,4,4.2,1,1,7,3,NA,2490,190,1.082608696,29.26869565,6,14.81391304,
NR17C2aF1P009,umudike,109,27,,2,27,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,
NR17C2aF18P008,umudike,110,27,,2,27,2,0,1,3,2,9,2,3,2,2,5,4,5,5,2,0,1,7,7,5,157,186,149,1,7.4,9,11,8,3,1,18,3,NA,,,,,,,40.3
NR17C2aF15P003,umudike,111,27,,2,27,3,0,1,9,2,9,0,1,5,2,5,3,5,6,2,0,1,3,3,5,157,117,113,1,1.4,3.6,7,3.2,2,2,11,3,1,2660,180,1.072580645,27.68225806,4.5,12.7,32.27
NR17C2aF70P008,umudike,112,27,,2,27,4,0,1,5,1,10,3,2,7,3,7,3,5,6,2,0,1,7,7,5,170,158,157,1,9,8,11,7,5,1,19,3,NA,2270,360,1.188481675,46.01780105,10,37.13193717,49.35
NR17C2aF89P096,umudike,113,27,,2,27,5,0,1,1,2,5,0,1,3,3,4,4,5,4,2,0,1,5,5,4,130,137,95,3,2.4,2.4,5,2.2,2,1,8,3,NA,1380,200,1.169491525,43.01355932,3,33.12881356,40.45
NR17C2aF10P011,umudike,114,27,,2,27,6,2,3,1,2,5,2,3,2,2,4,4,5,4,3,2,3,3,3,4,100,121,124,3,1,3.4,8,3,3,1,14,3,NA,2090,180,1.094240838,31.10890052,4.25,17.26596859,39.06
NR17C2aF70P007,umudike,115,27,,2,27,7,0,1,1,2,6,2,2,2,2,4,3,7,4,2,0,1,7,7,3,199,174,176,1,2.8,6.4,10,5.8,3,2,17,3,NA,2610,270,1.115384615,34.45384615,8,21.72307692,45.85
NR17C2aF5P026,umudike,116,27,,2,27,8,0,1,0,1,5,0,1,2,2,2,3,5,2,2,0,1,3,3,2,119,117,NA,1,0.4,2,1,0.4,1,1,2,3,NA,650,110,1.203703704,48.42592593,2.5,40.34074074,35.8
NR17C2aF61P007,umudike,117,27,,2,27,9,0,1,2,2,4,0,1,3,2,3,3,7,3,3,0,1,7,7,4,180,178,181,2,1.8,5,11,5,2,1,12,3,NA,2320,310,1.154228856,40.59900498,6.25,29.91144279,35.76
NR17C2aF9P010,umudike,118,27,,2,27,10,0,1,10,2,10,0,1,5,2,7,4,5,7,2,0,1,7,7,7,216,150,154,1,10.6,7.8,13,5.2,5,1,30,3,NA,2010,240,1.13559322,37.65084746,9.75,25.98305085,42.2
NR17C2aF89P050,umudike,119,27,,2,27,11,0,1,9,2,9,0,1,6,3,6,3,7,6,2,0,1,7,7,5,120,122,155,1,4.6,11.4,15,10.4,4,1,24,3,2,3030,250,1.089928058,30.42661871,14.25,16.35683453,26.82
NR17C2aF18P018,umudike,120,27,,2,27,12,0,1,0,1,7,0,1,4,2,4,3,5,4,2,0,1,7,7,5,173,175,174,2,5.4,7.6,10,5.8,3,2,22,3,NA,2640,220,1.090909091,30.58181818,9.5,16.56363636,45.45
NR17C2aF89P020,umudike,121,28,,2,28,12,0,1,3,2,7,0,1,5,2,5,3,5,6,2,0,1,5,5,5,139,140,162,3,3.5,7,8,6,4,1,15,3,4,3010,310,1.114814815,34.3637037,8.75,21.60296296,36.85
NR17C2aF13P001,umudike,122,28,,2,28,11,0,1,8,2,8,0,1,7,2,7,3,7,7,2,0,1,7,7,6,184,236,175,2,13.2,6.2,8,5.2,7,2,17,3,NA,2230,190,1.093137255,30.93431373,7.75,17.03333333,44.305
NR17C2aF40P004,umudike,123,28,,2,28,10,9,4,9,2,9,7,4,2,2,7,2,5,8,2,6,3,7,7,6,190,170,167,1,3.2,7,9,5.2,3,2,17,3,NA,2490,190,1.082608696,29.26869565,8.75,14.81391304,44.1
NR17C2aF15P011,umudike,124,28,,2,28,9,3,3,2,2,4,1,2,2,3,3,2,5,2,2,0,1,7,7,2,170,180,NA,1,3.8,3.6,5,3.2,2,1,7,3,NA,1810,250,1.16025641,41.5525641,4.5,31.18205128,43.51
NR17C2aF6P037,umudike,125,28,,2,28,8,0,1,9,2,9,0,1,6,3,6,4,7,6,3,0,1,7,7,6,180,230,192,1,5.6,11.8,14,8.2,6,2,32,3,NA,2350,230,1.108490566,33.36320755,14.75,20.26981132,37.26
NR17C2aF60P009,umudike,126,28,,2,28,7,0,1,5,2,5,0,1,4,3,4,2,7,4,2,0,1,7,7,4,160,130,166,1,2.8,4,7,3.6,2,1,9,3,NA,2520,290,1.130044843,36.77309417,5,24.81345291,44.305
NR17C2aF62P020,umudike,127,28,,2,28,6,0,1,4,2,4,0,1,3,3,3,2,7,3,2,0,1,7,7,3,200,152,136,1,3.6,9.8,13,8.4,2,2,21,3,NA,2660,260,1.108333333,33.33833333,12.25,20.23666667,33.45
NR17C2aF7P070,umudike,128,28,,2,28,5,0,1,4,2,6,0,1,4,2,4,3,5,4,2,0,1,5,5,4,112,120,119,3,3,9,14,7.8,4,1,20,3,NA,2320,290,1.142857143,38.8,11.25,27.51428571,44.61
NR17C2aF61P011,umudike,129,28,,2,28,4,0,1,2,2,6,0,1,3,2,4,3,5,4,2,0,1,5,5,4,120,117,113,1,1.2,3.2,4,3,3,1,7,3,NA,,,,,,,41.46
NR17C2aF61P015,umudike,130,28,,2,28,3,0,1,2,2,2,0,1,2,2,2,3,5,2,2,0,1,5,5,2,140,152,NA,4,2,4.8,4,3.6,1,1,10,3,NA,2590,230,1.097457627,31.61779661,6,17.9440678,37.6
NR17C2aF61P004,umudike,131,28,,2,28,2,0,1,5,2,8,0,1,2,2,5,3,7,5,2,0,1,7,7,5,189,145,170,3,6,9,9,6.8,5,1,18,3,NA,3560,390,1.123028391,35.66309148,11.25,23.33438486,44.41
NR17C2aF89P018,umudike,132,28,,2,28,1,0,1,4,2,4,0,1,3,2,3,3,5,3,3,0,1,5,5,3,180,160,156,1,2.6,6,5,4.6,3,1,11,3,2,2200,160,1.078431373,28.60784314,7.5,13.93333333,44.65
NR17C2aF90P008,umudike,133,29,,2,29,1,3,3,9,3,9,0,1,7,3,7,4,7,7,2,0,1,7,7,7,261,242,194,3,8,12.4,14,9,5,1,41,3,2,2740,230,1.091633466,30.69641434,15.5,16.71633466,39.5
NR17C2aF61P003,umudike,134,29,,2,29,2,0,1,3,2,9,0,1,5,2,5,4,5,6,2,0,1,5,5,6,100,139,121,1,2,5.2,7,3.6,5,1,19,3,NA,2560,250,1.108225108,33.32121212,6.5,20.21385281,22.23
NR17C2aF61P010,umudike,135,29,,2,29,3,5,3,4,2,8,2,2,3,2,3,4,7,6,2,0,1,7,7,6,170,155,159,3,5,8.4,8,5.2,4,1,15,3,NA,2640,330,1.142857143,38.8,10.5,27.51428571,42.91
NR17C2aF89P045,umudike,136,29,,2,29,4,0,1,1,2,6,2,2,5,2,5,4,7,5,2,0,1,7,7,5,192,164,190,3,6,8,10,7,3,1,14,3,NA,4120,430,1.116531165,34.63523035,10,21.96476965,47.15
NR17C2aF14P014,umudike,137,29,,2,29,5,0,1,0,1,2,0,1,0,1,2,2,3,2,2,0,1,3,3,2,162,100,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,33.02
NR17C2aF7P071,umudike,138,29,,2,29,6,0,1,2,2,8,0,1,6,3,6,3,5,6,2,0,1,5,5,6,130,110,113,1,1.2,4.8,6,4.2,4,1,10,3,NA,2580,220,1.093220339,30.94745763,6,17.05084746,40.61
NR17C2aF5P017,umudike,139,29,,2,29,7,0,1,0,1,6,0,1,5,3,5,4,7,5,2,0,1,7,7,7,180,185,189,2,2,4.01,5,4,3,1,6,3,NA,2380,210,1.096774194,31.50967742,5.0125,17.8,36.75
NR17C2aF21P004,umudike,140,29,,2,29,8,2,2,3,2,10,0,1,4,2,8,4,7,8,2,0,1,7,7,8,200,171,216,3,7.6,16.2,32,14,7,2,46,3,NA,2700,280,1.115702479,34.50413223,20.25,21.79008264,43.85
NR17C2aF89P021,umudike,141,29,,2,29,9,10,4,10,2,10,6,4,6,3,6,3,7,6,2,6,4,5,5,7,193,205,165,1,4,3.4,7,2.8,4,1,13,3,NA,1410,140,1.11023622,33.63937008,4.25,20.63779528,48.15
NR17C2aF89P013,umudike,142,29,,2,29,10,0,1,7,2,7,0,1,2,2,7,3,5,7,2,0,1,5,5,7,125,132,122,1,1.4,4.6,6,3.4,5,1,13,3,NA,2160,200,1.102040816,32.34285714,5.75,18.91020408,33.22
NR17C2aF7P017,umudike,143,29,,2,29,11,0,1,10,2,10,2,2,0,1,7,2,5,7,2,0,1,5,5,7,120,131,130,1,1.8,5.4,7,4.4,4,2,12,3,2,2790,200,1.077220077,28.41621622,6.75,13.67799228,29
NR17C2aF94P013,umudike,144,29,,2,29,12,0,1,7,2,7,2,2,2,2,7,2,5,5,2,0,1,5,5,6,157,126,123,3,5,12.2,13,9.2,5,2,30,1,NA,2460,180,1.078947368,28.68947368,15.25,14.04210526,36
NR17C2aF7P046,umudike,145,30,,2,30,12,0,1,5,2,5,0,1,4,2,4,3,5,4,2,0,1,5,5,4,119,113,85,2,2.8,4,7,3.8,2,2,8,3,NA,2190,190,1.095,31.229,5,17.426,41.05
NR17C2aF65P020,umudike,146,30,,2,30,11,0,1,5,2,8,0,1,6,2,6,3,5,6,2,0,1,5,5,6,140,140,92,3,3.8,8.2,11,7.6,4,2,20,3,NA,3620,330,1.100303951,32.06808511,10.25,18.54407295,33.77
NR17C2aF92P002,umudike,147,30,,2,30,10,2,3,5,2,6,0,1,5,2,5,3,5,5,2,0,1,5,5,5,176,172,164,4,6.2,13.2,10,12.2,4,3,16,3,NA,2560,210,1.089361702,30.33702128,16.5,16.23744681,35.465
