accession_name,location,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence in 3-month|CO_334:0000219,cassava mosaic disease severity in 3-month|CO_334:0000218,cassava bacterial blight incidence 3-month evaluation|CO_334:0000178,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,sprout count at three-month|CO_334:0000214,CMD I 6MAP,CMD S 6MAP,CBB I 6MAP,CBB S 6MAP,CGM I 6MAP,CGM S 6MAP,VIGOUR 6MAP,Cbb9i,Cbb9s,Cmd9i,Cmd9s,Vigor 9map,Vigor preharvest,Sprout Count Net,Plnt Ht 1,Plt Ht 2,Plt Ht 3,Arch,fresh shoot weight,fresh root weight per plot,marketable root number,marketable root weight measurement in kg,plant stands harvested ,root color visual rating 1-3,root number counting,storage root shape,Root Rot,weight in air,weight in water,spg,dmc.spg,fry,starch,DMc.oven
NR17C2aF87P011,umudike,22,2,,1,2,3,2,2,3,2,7,0,1,7,3,5,3,7,5,2,0,1,7,7,5,125,115,129,1,5,7.2,9,4,5,2,20,4,NA,2880,220,1.082706767,29.28421053,9,14.83458647,36.015
NR17C2aF7P011,umudike,23,2,,1,2,2,4,3,1,2,5,0,1,2,2,3,2,5,3,4,0,1,5,5,2,138,110,NA,1,1,3.6,8,3.2,2,1,10,1,NA,1050,90,1.09375,31.03125,4.5,17.1625,35.265
NR17C2aF65P027,umudike,24,2,,1,2,1,0,1,8,2,8,0,1,8,3,8,2,5,7,3,0,1,5,5,7,104,102,65,3,2.8,11,13,10,7,1,20,4,NA,3770,350,1.102339181,32.39005848,13.75,18.97309942,37.91
NR17C2aF89P056,umudike,25,3,,1,3,1,0,1,4,2,7,0,1,4,2,7,4,7,6,2,0,1,7,7,6,160,106,149,3,4.4,5.4,5,3.4,6,1,17,2,NA,3200,330,1.114982578,34.3902439,6.75,21.63832753,43.96
NR17C2aF15P032,umudike,26,3,,1,3,2,3,4,2,2,5,0,1,4,2,4,4,5,3,3,0,1,7,7,3,90,65,145,2,1,2.8,6,2.2,2,1,11,2,NA,1810,220,1.13836478,38.08930818,3.5,26.5672956,42.11
NR17C2aF89P054,umudike,27,3,,1,3,3,0,1,1,2,10,0,1,9,2,8,3,7,8,2,0,1,7,7,7,154,149,130,3,6.6,9,10,5.4,7,1,27,1,NA,2800,280,1.111111111,33.77777778,11.25,20.82222222,42.11
NR17C2aF18P015,umudike,28,3,,1,3,4,0,1,2,2,9,3,2,7,2,7,3,7,5,2,0,1,7,7,5,110,141,186,3,3.2,7.2,4,2.8,5,2,28,2,NA,2380,120,1.053097345,24.6,9,8.592920354,39.51
NR17C2aF89P041,umudike,29,3,,1,3,5,2,4,2,2,3,0,1,0,1,2,2,3,2,2,0,1,5,5,2,159,154,NA,3,1.6,3.2,4,2.6,3,1,7,3,NA,2690,140,1.054901961,24.8854902,4,8.973333333,41.56
NR17C2aF89P058,umudike,30,3,,1,3,6,0,1,4,2,4,0,1,1,2,4,2,5,3,3,0,1,7,7,3,106,150,100,1,1.8,5,4,3,3,1,13,2,1,2820,280,1.11023622,33.63937008,6.25,20.63779528,46.95
NR17C2aF10P001,umudike,31,3,,1,3,7,6,4,1,2,7,6,3,6,2,7,2,5,6,4,3,3,7,7,6,170,160,184,3,8.8,9.8,4,3,6,2,40,2,NA,2930,250,1.093283582,30.95746269,12.25,17.0641791,40.96
NR17C2aF54P012,umudike,32,3,,1,3,8,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,,
NR17C2aF10P002,umudike,33,3,,1,3,9,8,4,1,2,9,4,3,6,2,8,2,5,8,2,4,2,7,7,7,147,181,178,2,11.2,15,18,12.2,,2,36,2,NA,1800,180,1.111111111,33.77777778,18.75,20.82222222,37.51
NR17C2aF5P026,umudike,34,3,,1,3,10,0,1,0,1,6,0,1,2,2,5,3,5,4,2,0,1,7,7,3,69,86,170,2,,,,,,,,,,,,,,,,46.2
NR17C2aF7P065,umudike,35,3,,1,3,11,0,1,3,2,8,0,1,2,2,8,3,5,7,2,0,1,7,7,7,130,126,121,4,7.6,14,15,11.2,7,3,27,2,NA,3650,430,1.133540373,37.32608696,17.5,25.55031056,44.56
NR17C2aF46P005,umudike,36,3,,1,3,12,0,1,0,1,8,0,1,1,2,7,3,5,6,3,0,1,7,7,5,164,126,160,2,2,2.8,6,2,3,2,15,3,NA,870,80,1.101265823,32.22025316,3.5,18.74683544,42.36
NR17C2aF10P016,umudike,37,4,,1,4,12,0,1,4,2,8,0,1,1,2,8,2,5,7,3,0,1,7,7,7,140,156,164,1,7,10.2,10,7.6,8,3,25,1,1,2040,200,1.108695652,33.39565217,12.75,20.31304348,28.32
NR17C2aF89P084,umudike,38,4,,1,4,11,0,1,0,1,7,0,1,2,2,7,3,5,6,2,0,1,7,7,5,164,130,180,4,5,7.4,10,6.4,5,1,17,4,NA,2220,270,1.138461538,38.10461538,9.25,26.58769231,43.11
NR17C2aF7P040,umudike,39,4,,1,4,10,0,1,0,1,2,0,1,0,1,2,2,3,2,2,0,1,5,5,1,145,NA,NA,3,0.1,1.1,2,1,1,3,4,4,NA,1030,120,1.131868132,37.06153846,1.375,25.1978022,
NR17C2aF84P004,umudike,40,4,,1,4,9,7,4,7,2,6,3,3,3,2,7,3,7,5,2,0,1,7,7,5,179,189,129,1,9.2,9.2,14,7.8,6,1,23,4,1,3570,360,1.112149533,33.94205607,11.5,21.0411215,40.81
TMEB7,umudike,41,4,1,1,4,8,3,2,10,2,10,0,1,5,2,8,2,5,7,2,0,1,7,7,7,90,110,103,1,4.4,7.4,12,5.2,7,1,28,1,2,3250,260,1.086956522,29.95652174,9.25,15.73043478,44.405
NR17C2aF7P045,umudike,42,4,,1,4,7,0,1,2,2,7,0,1,2,2,6,2,5,4,2,0,1,3,3,4,106,110,134,3,1.8,5.6,9,4.2,5,1,19,2,2,2850,340,1.135458167,37.62948207,7,25.95458167,42.26
NR17C2aF1P006,umudike,43,4,,1,4,6,0,1,5,2,9,0,1,3,2,4,2,5,7,2,0,1,7,7,7,100,120,113,3,4,9.6,14,7,8,1,28,2,2,3010,230,1.082733813,29.28848921,12,14.84028777,34.415
NR17C2aF16P013,umudike,44,4,,1,4,5,0,1,1,2,6,0,1,1,2,6,3,7,5,2,0,1,7,7,4,102,81,158,1,5.8,8.2,8,6,3,1,20,3,NA,3480,400,1.12987013,36.74545455,10.25,24.77662338,44.955
NR17C2aF15P003,umudike,45,4,,1,4,4,0,1,2,2,3,0,1,3,3,4,2,5,2,2,0,1,7,7,2,147,120,NA,1,1,2.1,5,1.8,2,1,8,1,2,2280,200,1.096153846,31.41153846,2.625,17.66923077,32.42
NR17C2aF60P010,umudike,46,4,,1,4,3,0,1,7,2,7,0,1,1,2,6,3,5,4,2,0,1,5,5,4,100,115,80,3,2,5.8,8,4.2,4,1,18,3,NA,3280,330,1.111864407,33.89694915,7.25,20.98101695,37.71
NR17C2aF65P009,umudike,47,4,,1,4,2,0,1,5,2,10,0,1,4,2,8,2,3,8,2,0,1,7,7,7,157,141,152,2,6.4,10.2,14,7,7,3,29,3,NA,3320,280,1.092105263,30.77105263,12.75,16.81578947,38.46
NR17C2aF7P013,umudike,48,4,,1,4,1,0,1,1,2,4,0,1,1,2,4,2,5,4,2,0,1,5,5,4,123,104,112,3,1.4,6.8,7,4.6,4,1,18,2,NA,3720,320,1.094117647,31.08941176,8.5,17.24,39.31
NR17C2aF19P002,umudike,49,5,,1,5,1,0,1,4,2,9,4,2,2,2,7,3,7,7,2,0,1,7,7,7,158,161,164,2,11,10,11,7,7,2,28,2,NA,3880,330,1.092957746,30.90591549,12.5,16.99549296,42.26
NR17C2aF90P007,umudike,50,5,,1,5,2,0,1,9,2,9,0,1,2,2,8,2,7,7,2,0,1,7,7,7,72,179,182,3,7.8,9,10,7,7,2,31,1,NA,2590,170,1.070247934,27.31322314,11.25,12.20826446,33.57
NR17C2aF121P005,umudike,51,5,,1,5,3,0,1,2,2,7,0,1,3,2,6,2,5,6,2,0,1,7,7,6,135,108,136,3,3.2,8.8,12,4,6,3,19,2,NA,3110,220,1.076124567,28.24290657,11,13.44705882,32.42
NR17C2aF70P007,umudike,52,5,,1,5,4,0,1,4,2,8,0,1,5,2,8,3,5,7,2,0,1,7,7,7,187,160,172,1,3.6,8.4,13,7,7,2,24,3,NA,1520,210,1.160305344,41.56030534,10.5,31.19236641,43.91
NR17C2aF114P002,umudike,53,5,,1,5,5,0,1,7,3,8,0,1,5,2,5,3,5,4,2,0,1,7,7,4,130,118,145,1,5,8,12,6.4,4,1,22,3,NA,2880,250,1.095057034,31.23802281,10,17.43802281,38.26
NR17C2aF12P001,umudike,54,5,,1,5,6,0,1,5,2,9,4,3,1,2,7,4,5,4,2,0,1,7,7,7,137,165,140,2,7,11,15,9.6,7,1,25,3,NA,3130,300,1.106007067,32.97031802,13.75,19.74628975,38.96
IITA-TMS-IBA30572,umudike,55,5,1,1,5,7,1,3,4,2,8,0,1,3,2,7,3,5,3,4,2,2,5,1,4,130,113,141,3,3,7.8,11,5,4,1,23,2,NA,2070,150,1.078125,28.559375,9.75,13.86875,32.92
NR17C2aF79P016,umudike,56,5,,1,5,8,0,1,8,2,8,0,1,4,2,8,3,5,7,3,0,1,7,7,7,170,100,190,2,10.6,11.6,13,6,7,1,29,3,1,3690,370,1.111445783,33.83072289,14.5,20.89277108,44.955
NR17C2aF62P024,umudike,57,5,,1,5,9,0,1,4,2,4,0,1,3,2,3,3,7,3,2,0,1,7,7,3,147,150,206,2,3.4,12,15,3,3,2,19,1,NA,3090,180,1.06185567,25.98556701,15,10.43917526,36.26
NR17C2aF96P005,umudike,58,5,,1,5,10,0,1,7,2,7,0,1,5,2,7,3,5,5,2,0,1,7,7,4,165,162,170,4,9.6,7,7,4,4,2,16,2,NA,2800,250,1.098039216,31.70980392,8.75,18.06666667,37.36
NR17C2aF10P025,umudike,59,5,,1,5,11,0,1,0,1,5,0,1,1,2,5,2,3,2,2,0,1,5,5,5,138,165,143,3,2,4.8,11,4.2,5,2,15,3,NA,2380,240,1.112149533,33.94205607,6,21.0411215,41.46
NR17C2aF87P010,umudike,60,5,,1,5,12,0,1,6,2,6,0,1,2,2,6,2,3,5,2,0,1,7,7,6,154,105,81,2,3.8,5.6,5,5,6,1,14,2,NA,2900,230,1.086142322,29.82771536,7,15.5588015,42.66
NR17C2aF60P012,umudike,61,6,,1,6,12,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,
NR17C2aF1P009,umudike,62,6,,1,6,11,1,3,6,2,6,0,1,6,3,6,3,7,5,2,0,1,7,7,4,130,146,120,1,5.2,12,14,9.8,4,1,21,2,NA,3920,260,1.071038251,27.43825137,15,12.37486339,27.07
NR17C2aF89P034,umudike,63,6,,1,6,10,0,1,0,1,1,0,1,1,2,1,2,5,1,2,0,1,5,5,1,138,NA,NA,3,0.8,4.6,4,1,1,2,8,2,NA,3200,280,1.095890411,31.36986301,5.75,17.61369863,
NR17C2aF70P001,umudike,64,6,,1,6,9,0,1,2,2,4,0,1,4,3,4,3,5,4,2,0,1,7,7,4,163,154,NA,2,4.4,4.8,4,4,4,1,10,3,NA,1910,180,1.104046243,32.66011561,6,19.33294798,36.01
NR17C2aF7P007,umudike,65,6,,1,6,8,0,1,3,2,10,0,1,4,2,8,3,5,8,3,0,1,7,7,8,147,161,152,2,6.8,15.4,19,14.6,8,1,26,3,1,3380,230,1.073015873,27.75111111,19.25,12.79174603,
NR17C2aF6P037,umudike,66,6,,1,6,7,0,1,5,2,9,0,1,7,2,7,3,5,7,2,0,1,7,7,7,220,208,212,1,8,16,21,6,7,2,44,2,NA,3910,290,1.080110497,28.87348066,20,14.28729282,34.015
NR17C2aF61P003,umudike,67,6,,1,6,6,0,1,1,2,9,0,1,3,2,8,2,5,6,3,0,1,7,7,5,145,168,142,3,11.4,25.2,31,22.4,5,1,62,2,1,3540,270,1.082568807,29.26238532,31.5,14.80550459,35.065
NR17C2aF46P012,umudike,68,6,,1,6,5,0,1,1,2,6,0,1,1,2,6,3,5,5,2,0,1,7,7,5,126,171,143,2,3.6,10.2,11,4,5,1,12,2,NA,4150,310,1.080729167,28.97135417,12.75,14.41770833,35.91
NR17C2aF1P003,umudike,69,6,,1,6,4,0,1,8,2,8,0,1,6,2,7,2,5,7,3,0,1,7,7,7,110,116,123,3,6,10,13,7,7,1,36,1,NA,3450,240,1.074766355,28.02803738,12.5,13.16074766,37.31
NR17C2aF83P010,umudike,70,6,,1,6,3,0,1,6,2,9,3,2,7,3,8,3,5,7,2,0,1,7,7,7,132,179,135,4,9.2,18,21,7,7,1,36,2,NA,3500,380,1.121794872,35.46794872,22.5,23.07435897,43.11
NR17C2aF89P102,umudike,71,6,,1,6,2,0,1,4,2,8,0,1,4,2,7,3,5,5,2,0,1,7,7,5,140,160,123,3,10.4,11.4,17,6,5,2,37,2,NA,2700,210,1.084337349,29.54216867,14.25,15.17831325,34.965
NR17C2aF89P088,umudike,72,6,,1,6,1,0,1,4,2,8,0,1,2,2,7,2,5,6,2,0,1,7,7,6,116,150,131,2,4,9.8,13,4,6,1,25,3,NA,2370,170,1.077272727,28.42454545,12.25,13.68909091,34.215
NR17C2aF13P001,umudike,73,7,,1,7,1,0,1,5,2,10,0,1,4,2,8,3,7,8,3,0,1,7,7,8,174,183,197,1,10.8,6.8,11,4.2,8,2,31,3,NA,3110,290,1.102836879,32.46879433,8.5,19.07801418,44.16
NR17C2aF93P010,umudike,74,7,,1,7,2,0,1,5,2,10,0,1,5,2,8,3,5,7,3,0,1,7,7,7,186,208,221,1,6,11,16,7,7,2,41,2,NA,3530,250,1.076219512,28.25792683,13.75,13.46707317,32.77
NR17C2aF79P007,umudike,75,7,,1,7,3,0,1,2,2,6,0,1,2,2,5,3,5,4,2,0,1,5,5,4,223,202,190,2,3.6,4.2,5,4,4,1,15,2,NA,2240,220,1.108910891,33.42970297,5.25,20.35841584,48.25
NR17C2aF89P010,umudike,76,7,,1,7,4,9,4,0,1,10,6,3,2,2,7,3,7,8,2,4,2,7,7,8,170,180,198,3,26.2,27.2,29,25.2,8,1,42,3,NA,3510,370,1.117834395,34.84140127,34,22.23949045,47.55
NR17C2aF60P015,umudike,77,7,,1,7,5,6,4,2,2,8,6,4,6,4,6,2,7,4,2,4,3,7,7,5,174,140,221,1,9,9,10,8.01,5,1,17,3,NA,2490,230,1.101769912,32.3,11.25,18.85309735,35.515
NR17C2aF15P033,umudike,78,7,,1,7,6,0,1,0,1,1,0,1,0,1,1,2,3,1,2,0,1,3,3,1,161,NA,NA,3,0.6,0.8,2,1,1,1,3,1,NA,500,60,1.136363636,37.77272727,1,26.14545455,
NR17C2aF14P014,umudike,79,7,,1,7,7,0,1,3,2,8,0,1,1,2,8,2,5,3,2,0,1,7,7,6,196,170,134,3,11.6,18.8,26,7,6,3,45,2,NA,3070,270,1.096428571,31.455,23.5,17.72714286,34.915
NR17C2aF6P005,umudike,80,7,,1,7,8,0,1,1,2,1,1,2,0,1,1,3,7,1,2,0,1,7,7,1,197,NA,NA,2,7,5,4,1,1,1,5,3,NA,2560,190,1.080168776,28.88270042,6.25,14.29957806,37.96
NR17C2aF6P044,umudike,81,7,,1,7,9,0,1,2,2,6,0,1,2,2,5,3,5,4,2,0,1,7,7,3,223,206,180,1,3,7,10,5.2,3,3,19,3,NA,2810,220,1.084942085,29.63783784,8.75,15.30579151,
NR17C2aF35P004,umudike,82,7,,1,7,10,6,3,4,2,6,0,1,3,2,6,3,5,5,2,2,2,7,7,5,147,158,163,2,7.2,10.4,13,5,5,3,20,,1,3610,270,1.080838323,28.98862275,13,14.44071856,29.32
NR17C2aF60P003,umudike,83,7,,1,7,11,0,1,2,2,5,0,1,3,2,5,3,5,4,2,0,1,5,5,4,140,170,165,1,3.2,5.2,4,4,4,1,14,,NA,1840,120,1.069767442,27.2372093,6.5,12.10697674,
NR17C2aF54P010,umudike,84,7,,1,7,12,0,1,1,,7,0,1,1,2,6,3,5,5,2,0,1,7,7,6,196,202,186,3,8,14.6,21,12.2,5,2,41,3,NA,2620,250,1.105485232,32.88776371,18.25,19.63628692,37.46
NR17C2aF7P036,umudike,85,8,,1,8,12,0,1,6,2,9,0,1,2,2,7,2,3,7,2,0,1,5,5,6,142,119,111,4,2.6,6,7,4.8,6,1,17,3,NA,2850,330,1.130952381,36.91666667,7.5,25.0047619,42.46
NR17C2aF99P002,umudike,86,8,,1,8,11,0,1,10,2,10,0,1,3,2,8,2,5,8,2,0,1,7,7,8,172,161,144,3,11,14.6,16,9.2,6,2,46,3,NA,3020,270,1.098181818,31.73236364,18.25,18.09672727,33.52
NR17C2aF60P020,umudike,87,8,,1,8,10,1,3,4,2,4,0,1,1,2,4,3,3,3,2,0,1,7,7,3,116,172,176,3,4,2.8,3,2,4,1,8,3,NA,1730,180,1.116129032,34.5716129,3.5,21.88,41.11
NR17C2aF18P018,umudike,88,8,,1,8,9,0,1,6,2,10,0,1,4,2,8,3,5,5,2,0,1,7,7,8,167,174,168,3,10.6,16.2,20,14,7,2,37,3,NA,2240,250,1.125628141,36.07437186,20.25,23.88241206,43.21
NR17C2aF91P006,umudike,89,8,,1,8,8,0,1,6,2,9,0,1,4,2,7,2,5,7,2,0,1,7,7,7,161,176,179,3,6.8,12.2,16,10.2,6,1,27,3,NA,2610,300,1.12987013,36.74545455,15.25,24.77662338,30.87
NR17C2aF7P008,umudike,90,8,,1,8,7,0,1,8,2,8,0,1,2,2,7,2,5,6,3,0,1,7,7,6,135,162,175,1,4.8,14,24,11.4,6,2,46,3,NA,2230,260,1.131979695,37.07918782,17.5,25.2213198,36.61
NR17C2aF118P001,umudike,91,8,,1,8,6,0,1,1,2,3,0,1,1,2,1,2,5,1,2,0,1,5,5,1,145,NA,NA,1,0.4,1.2,2,1.2,1,1,2,2,NA,910,50,1.058139535,25.39767442,1.5,9.655813953,31.62
NR17C2aF95P003,umudike,92,8,,1,8,5,0,1,9,2,10,0,1,8,3,8,4,7,5,3,2,2,7,7,7,180,200,186,3,14.6,15,15,11.4,6,1,31,3,NA,3440,360,1.116883117,34.69090909,18.75,22.03896104,47.1
NR17C2aF54P005,umudike,93,8,,1,8,4,7,4,2,2,7,5,3,1,2,7,3,7,5,2,5,4,7,7,6,211,216,195,2,5.2,8.4,14,6.2,6,2,24,2,NA,2210,260,1.133333333,37.29333333,10.5,25.50666667,45.455
NR17C2aF14P016,umudike,94,8,,1,8,3,0,1,8,2,8,0,1,3,2,8,3,5,6,2,0,1,7,7,6,160,229,174,1,10.4,16.2,18,14.8,6,1,28,3,NA,4680,510,1.122302158,35.54820144,20.25,23.18129496,44.455
NR17C2aF89P008,umudike,95,8,,1,8,2,0,1,2,2,5,0,1,3,2,5,3,5,4,2,0,1,5,5,4,132,130,132,3,1.2,5.4,7,5,4,1,13,3,NA,1990,230,1.130681818,36.87386364,6.75,24.94772727,43.71
NR17C2aF82P008,umudike,96,8,,1,8,1,0,1,1,2,6,0,1,6,2,6,3,5,4,3,0,1,7,7,4,213,173,160,2,3.2,8.2,10,7.01,4,1,16,3,NA,2350,190,1.087962963,30.11574074,10.25,15.94259259,
NR17C2aF89P002,umudike,97,9,,1,9,1,0,1,2,2,4,0,1,4,2,4,3,5,4,2,0,1,7,7,4,130,141,149,3,1.2,4,6,3.6,2,1,8,3,NA,990,130,1.151162791,40.11395349,5,29.26511628,
NR17C2aF61P011,umudike,98,9,,1,9,2,0,1,4,2,6,0,1,4,2,6,2,5,4,3,0,1,7,7,3,150,184,160,3,2,5.6,7,4.8,3,1,13,2,NA,2530,310,1.13963964,38.29099099,7,26.83603604,43.905
NR17C2aF62P027,umudike,99,9,,1,9,3,10,4,2,2,10,8,3,4,2,8,3,5,8,2,8,4,7,7,8,136,135,138,1,6.4,13.2,19,12.4,6,2,25,3,NA,2640,260,1.109243697,33.48235294,16.5,20.42857143,
NR17C2aF49P006,umudike,100,9,,1,9,4,0,1,10,2,10,0,1,2,2,8,3,5,8,2,0,1,7,7,8,145,141,149,2,6.2,8,9,5.2,8,1,20,1,NA,2870,340,1.134387352,37.46007905,10,25.72885375,40.11
NR17C2aF65P031,umudike,101,9,,1,9,5,0,1,4,2,9,0,1,2,2,7,2,7,7,3,0,1,7,7,7,190,210,226,2,11.5,7.4,7,5.2,6,2,20,3,NA,2200,160,1.078431373,28.60784314,9.25,13.93333333,45.95
NR17C2aF70P008,umudike,102,9,,1,9,6,0,1,5,2,10,0,1,3,2,7,3,7,8,3,0,1,7,7,8,208,218,192,1,16,11.6,10,5,8,1,32,3,NA,2310,330,1.166666667,42.56666667,14.5,32.53333333,46.65
NR17C2aF9P013,umudike,103,9,,1,9,7,0,1,0,1,9,0,1,6,2,6,4,5,7,3,0,1,7,7,7,180,176,178,1,7,6,6,3.8,8,2,21,1,NA,2310,330,1.166666667,42.56666667,7.5,32.53333333,47.75
NR17C2aF16P003,umudike,104,9,,1,9,8,5,4,1,2,5,3,2,1,2,3,2,5,2,2,2,3,7,7,3,212,203,195,3,7,10,10,9,3,1,17,3,NA,3220,390,1.137809187,38.00141343,12.5,26.45017668,38.56
NR17C2aF89P067,umudike,105,9,,1,9,9,0,1,3,2,6,0,1,4,2,6,3,5,3,2,0,1,7,7,5,168,185,169,2,8.6,13.4,15,11,4,1,24,1,NA,3380,290,1.093851133,31.04724919,16.75,17.18381877,41.76
NR17C2aF7P052,umudike,106,9,,1,9,10,0,1,1,2,2,0,1,0,1,2,2,3,1,2,0,1,7,7,2,142,140,NA,3,1.4,0.6,0,0,2,1,6,3,NA,890,140,1.186666667,45.73066667,0.75,36.74933333,45.055
NR17C2aF61P016,umudike,107,9,,1,9,11,0,1,3,2,7,0,1,1,2,6,2,5,6,2,0,1,7,7,6,144,164,172,3,8.8,17,15,15.4,5,2,24,2,NA,,,NA,NA,,,
NR17C2aF5P017,umudike,108,9,,1,9,12,0,1,1,2,9,0,1,0,1,5,2,3,5,2,0,1,7,7,5,178,137,131,4,6.8,7,12,5,5,1,24,3,NA,2000,180,1.098901099,31.84615385,8.75,18.24835165,
TMEB419,umudike,109,10,1,1,10,12,3,3,9,2,9,0,1,6,3,6,2,7,6,3,0,1,7,7,6,179,194,192,1,8.6,14,20,13,5,1,27,2,NA,3330,410,1.140410959,38.4130137,17.5,26.99863014,
NR17C2aF7P058,umudike,110,10,,1,10,11,0,1,10,2,10,0,1,1,2,1,2,5,7,2,0,1,7,7,7,137,150,146,1,8.2,19,24,12,6,3,30,1,1,2720,200,1.079365079,28.75555556,23.75,14.13015873,25.97
NR17C2aF7P071,umudike,111,10,,1,10,10,0,1,6,2,8,0,1,3,2,3,2,5,7,2,0,1,7,7,6,160,150,145,1,3.2,9.4,10,7.2,4,1,18,3,NA,3220,250,1.084175084,29.51649832,11.75,15.14410774,40.36
NR17C2aF7P043,umudike,112,10,,1,10,9,0,1,0,1,5,0,1,2,2,4,2,3,5,2,0,1,5,5,5,120,116,143,4,4.2,6,6,4.2,4,1,13,3,NA,2620,360,1.159292035,41.4,7.5,30.97876106,46.75
NR17C2aF79P005,umudike,113,10,,1,10,8,0,1,5,2,9,3,2,7,3,5,2,7,7,3,0,1,7,7,7,180,185,182,2,11,18,20,17.8,5,1,22,2,NA,5100,470,1.101511879,32.25917927,22.5,18.7987041,
NR8082,umudike,114,10,1,1,10,7,6,4,1,2,6,4,3,3,2,4,2,3,5,3,2,2,7,7,5,130,125,136,4,4.4,8.2,9,6.6,2,1,24,2,NA,2480,250,1.112107623,33.93542601,10.25,21.032287,
NR17C2aF54P001,umudike,115,10,,1,10,6,0,1,7,2,7,0,1,3,2,5,2,7,6,2,0,1,7,7,6,145,145,150,4,10,15,10,12.2,5,2,17,1,2,3630,300,1.09009009,30.45225225,18.75,16.39099099,33.37
NR17C2aF89P018,umudike,116,10,,1,10,5,0,1,1,2,5,2,2,3,2,4,2,5,4,3,0,1,5,5,4,102,105,125,1,1,3.2,4,1.8,2,1,7,3,2,1710,210,1.14,38.348,4,26.912,36.41
NR17C2aF66P003,umudike,117,10,,1,10,4,0,1,5,2,5,0,1,2,2,4,2,5,4,2,2,2,7,7,4,132,160,170,1,2.8,5,8,4.8,3,1,13,3,NA,2820,230,1.088803089,30.24864865,6.25,16.11969112,30.97
NR17C2aF61P013,umudike,118,10,,1,10,3,0,1,1,2,2,0,1,0,1,1,3,5,1,2,0,1,5,5,1,119,NA,NA,3,0.8,2,3,1.8,1,1,5,3,NA,1070,140,1.150537634,40.01505376,2.5,29.13333333,37.56
NR17C2aF27P001,umudike,119,10,,1,10,2,0,1,10,2,10,0,1,2,2,7,3,5,7,2,0,1,7,7,7,143,135,136,4,6.8,13,10,10.8,6,1,23,3,NA,3570,430,1.136942675,37.86433121,16.25,26.26751592,46.5
NR17C2aF33P003,umudike,120,10,,1,10,1,0,1,6,2,6,0,1,0,1,4,3,3,4,2,0,1,5,5,3,116,80,140,4,0.8,3.4,6,2.8,2,1,15,3,NA,2120,200,1.104166667,32.67916667,4.25,19.35833333,
NR17C2aF65P010,umudike,121,11,,1,11,1,0,1,2,2,10,0,1,5,2,8,4,7,8,2,0,1,7,7,8,212,172,190,3,18.9,14.2,17,13.8,6,1,27,3,NA,3430,400,1.132013201,37.08448845,17.75,25.22838284,45.005
NR17C2aF61P015,umudike,122,11,,1,11,2,0,1,2,2,6,0,1,2,2,5,3,3,5,2,0,1,5,5,4,143,139,155,4,3,14,10,9,3,1,14,1,NA,4140,370,1.098143236,31.72625995,17.5,18.08859416,35.665
NR17C2aF79P001,umudike,123,11,,1,11,3,0,1,8,2,8,3,3,6,2,6,3,5,6,2,0,1,7,7,6,166,171,154,3,6,15,13,13.2,5,1,31,3,NA,4100,400,1.108108108,33.3027027,18.75,20.18918919,37.16
NR17C2aF89P009,umudike,124,11,,1,11,4,0,1,7,2,7,0,1,2,2,6,3,5,6,2,0,1,7,7,6,156,159,147,1,3,6.8,13,6,3,1,20,3,NA,2380,250,1.117370892,34.76807512,8.5,22.14178404,40.06
NR17C2aF61P008,umudike,125,11,,1,11,5,0,1,0,1,7,0,1,2,2,5,2,5,5,2,0,1,7,7,5,145,176,170,3,9.4,15.8,17,13,4,1,27,3,NA,2780,310,1.125506073,36.05506073,19.75,23.85668016,41.01
NR17C2aF60P019,umudike,126,11,,1,11,6,4,4,1,2,4,3,3,1,2,3,2,5,3,2,2,2,7,7,3,206,183,186,3,4.4,5.2,7,5,2,1,13,3,NA,2220,220,1.11,33.602,6.5,20.588,38.11
NR17C2aF5P022,umudike,127,11,,1,11,7,0,1,5,2,5,2,2,2,2,4,2,7,4,2,0,1,7,7,4,194,187,192,3,5.2,8.8,13,7.8,2,2,16,1,NA,3940,450,1.128939828,36.5982808,11,24.58051576,42.81
NR17C2aF61P006,umudike,128,11,,1,11,8,0,1,0,1,4,0,1,1,2,2,3,3,2,2,0,1,5,5,3,122,134,130,3,1.8,5,8,4.8,3,1,11,3,NA,2720,220,1.088,30.1216,6.25,15.9504,32.82
NR17C2aF6P046,umudike,129,11,,1,11,9,0,1,4,2,8,0,1,0,1,7,3,7,7,2,0,1,7,7,7,228,152,192,1,7.6,12.2,17,8.8,6,2,47,3,NA,2640,220,1.090909091,30.58181818,15.25,16.56363636,26.22
NR17C2aF95P009,umudike,130,11,,1,11,10,0,1,1,2,6,0,1,2,2,4,2,7,5,2,0,1,7,7,5,152,139,142,3,6.8,7.7,10,5.2,4,1,28,3,NA,2270,260,1.129353234,36.66368159,9.625,24.66766169,41.36
